Series,Hyp MSE,Hyp MAPE,Hyp MAE,Final MSE,Final MAPE,Final MAE,Seasonal,Win
206,12333791.854254503,7.552493450310595,880.1235660361087,13353279.357020598,9.135222228533703,915.8154509727801,False,50
207,571.2010200060001,0.013300100726287883,17.15374123891981,592.0129589953225,0.013488274973231493,17.37427179962894,True,79
208,145841.01942510105,0.44360916743351086,121.00943822203867,161455.80458092713,0.4646353812810971,122.78663589777088,True,74
209,140869.4746032987,0.015692172300541266,254.75145773106402,140869.4746032987,0.015692172300541266,254.75145773106402,True,2
210,109.00628554026059,0.045174898880080874,7.334131883618009,109.16038101588977,0.0452282920097852,7.344020205709603,True,38
211,106.14397692801636,0.044593423022878366,7.306426580538553,106.21454952746691,0.04460647796346459,7.308520469738927,True,38
212,124.18533130720273,0.04734310622170089,7.781409273338663,124.2876921399592,0.047368334389644,7.786674702885587,True,48
213,834.7734307058979,41355642663610.26,15.8144631677512,837.2834789143271,41355642663610.234,15.794239200453442,True,3
214,2350.661636007436,74525846060157.08,27.59881913900091,2436.9276272355064,74525846060157.03,27.735281127305,True,2
215,2437.950162786366,0.43958352358526553,21.17872833779112,2523.1610516180153,0.4393440268662611,21.495861635757517,True,3
216,1355.5281301177024,0.22532938249127127,17.284906228757684,1277.5736456523503,0.22524198486825356,17.17541070904442,True,2
217,2319.94810903921,19220190557225.625,27.955730628206986,2322.9222157873196,19220190557225.617,27.944639877770687,True,2
218,812.0649111345094,8260392354151.646,14.93976267069194,818.058855846929,8260392354151.646,14.972835373739096,True,3
219,815.6301392679846,9783059767469.348,15.074899199953702,816.1300626890368,9783059767469.352,15.06464799174689,True,3
220,2196.136168669489,0.4264118382691442,27.161182142177324,2268.5579235972955,0.4296318822743691,27.402115103640334,True,11
221,1452.288649490593,0.4116968670273722,18.324712397348268,1464.9567666128546,0.410513002950453,18.288577845458175,True,3
222,0.06773088652735239,177863098214.27167,0.09313812243946558,0.069567690058958,177863098214.26855,0.09330917521259928,False,50
223,0.04270171161857669,1205910746713.6047,0.06617173721783039,0.04321976317981717,1205910746713.6165,0.06654723167641846,False,50
224,0.2843144945835486,789640097364.9241,0.2182607329460692,0.2865249527520769,789640097364.9059,0.21908321548210394,False,50
225,0.05374385840436989,1469334515422.6958,0.08616697746526389,0.053745140438911876,1469334515422.6956,0.0861784448257121,False,50
226,0.11598382285108917,1481898358081.381,0.136543253271432,0.11599423668465954,1481898358081.3767,0.13651190437791244,False,50
227,0.031543772295320786,2865133476743.7236,0.08400514096429315,0.030456990191629684,2865133476743.72,0.08388306590756692,False,50
228,0.016362851948223754,3728844311732.022,0.05245114090946877,0.016362851948223754,3728844311732.022,0.052451140909468785,True,2
229,0.011312855859262172,3178536695133.036,0.05382848086600983,0.011851439828413973,3178536695133.0415,0.0543354416266391,False,50
230,0.030044568492096614,2384384896221.078,0.08618798690436479,0.03038370934886982,2384384896221.076,0.08630097163500519,True,19
231,0.028148099329774058,3283103438094.171,0.07532197503176662,0.02853528142619217,3239095818314.0264,0.07611756038523339,False,50
232,0.02808879872440817,2503139843319.2397,0.07247225835896134,0.029138499178679545,2503139843319.241,0.07304104674638826,False,50
233,0.0013851277146982137,753595834957.6729,0.02038763665898346,0.0013828791603395726,752008103729.9742,0.02040330950427129,True,3
